School.Year,District.Code,District,School.Code,Organization,Assessment.Name,ContentArea,Race,Gender,Grade,SpecialDemo,Geography,SubGroup,RowStatus,Tested,Proficient,PctProficient,ScaleScoreAvg
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-EL Students,All Students,White/Male/6th Grade/Non-EL Students,REPORTED,108,51,47.22,2527.89
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-Foster Care,All Students,White/Male/6th Grade/Non-Foster Care,REPORTED,113,52,46.02,2525.23
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-Homeless,All Students,White/Male/6th Grade/Non-Homeless,REPORTED,113,52,46.02,2525.23
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non Low-Income,All Students,White/Male/6th Grade/Non Low-Income,REPORTED,102,51,50,2533.93
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-SWD,All Students,White/Male/6th Grade/Non-SWD,REPORTED,95,50,52.63,2541.39
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-EL Students,All Students,White/Male/7th Grade/Non-EL Students,REPORTED,106,62,58.49,2575.92
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-Foster Care,All Students,White/Male/7th Grade/Non-Foster Care,REPORTED,110,63,57.27,2570.97
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-Homeless,All Students,White/Male/7th Grade/Non-Homeless,REPORTED,109,63,57.8,2572.04
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non Low-Income,All Students,White/Male/7th Grade/Non Low-Income,REPORTED,101,60,59.41,2577.48
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-SWD,All Students,White/Male/7th Grade/Non-SWD,REPORTED,87,56,64.37,2591.25
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Students with Disabilities,All Students,White/Male/7th Grade/Students with Disabilities,REPORTED,23,7,30.43,2494.26
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-EL Students,All Students,White/Male/8th Grade/Non-EL Students,REPORTED,103,47,45.63,2561.61
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Foster Care,All Students,White/Male/8th Grade/Non-Foster Care,REPORTED,104,47,45.19,2561.14
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Homeless,All Students,White/Male/8th Grade/Non-Homeless,REPORTED,103,47,45.63,2561.3
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non Low-Income,All Students,White/Male/8th Grade/Non Low-Income,REPORTED,87,43,49.43,2570.15
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-SWD,All Students,White/Male/8th Grade/Non-SWD,REPORTED,79,42,53.16,2588.78
2021,17,Cape Henlopen School District,0,Cape Henlopen School District,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Students with Disabilities,All Students,White/Male/8th Grade/Students with Disabilities,REPORTED,25,5,20,2473.8
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-EL Students,All Students,White/Female/3rd Grade/Non-EL Students,REPORTED,18,11,61.11,2456.89
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Foster Care,All Students,White/Female/3rd Grade/Non-Foster Care,REPORTED,19,11,57.89,2451.21
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Homeless,All Students,White/Female/3rd Grade/Non-Homeless,REPORTED,17,10,58.82,2457.71
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-SWD,All Students,White/Female/3rd Grade/Non-SWD,REPORTED,17,10,58.82,2451.29
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-EL Students,All Students,White/Female/5th Grade/Non-EL Students,REPORTED,22,9,40.91,2503
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Foster Care,All Students,White/Female/5th Grade/Non-Foster Care,REPORTED,24,10,41.67,2501.96
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Homeless,All Students,White/Female/5th Grade/Non-Homeless,REPORTED,24,10,41.67,2501.96
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non Low-Income,All Students,White/Female/5th Grade/Non Low-Income,REPORTED,20,10,50,2519.65
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-SWD,All Students,White/Female/5th Grade/Non-SWD,REPORTED,21,9,42.86,2499.57
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-EL Students,All Students,White/Male/3rd Grade/Non-EL Students,REPORTED,25,8,32,2408.8
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Foster Care,All Students,White/Male/3rd Grade/Non-Foster Care,REPORTED,26,9,34.62,2411.08
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Homeless,All Students,White/Male/3rd Grade/Non-Homeless,REPORTED,25,9,36,2413.96
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non Low-Income,All Students,White/Male/3rd Grade/Non Low-Income,REPORTED,22,8,36.36,2417.27
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-SWD,All Students,White/Male/3rd Grade/Non-SWD,REPORTED,18,7,38.89,2416.33
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-EL Students,All Students,White/Male/5th Grade/Non-EL Students,REPORTED,24,10,41.67,2521.04
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Foster Care,All Students,White/Male/5th Grade/Non-Foster Care,REPORTED,24,10,41.67,2521.04
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Homeless,All Students,White/Male/5th Grade/Non-Homeless,REPORTED,22,10,45.45,2526.09
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non Low-Income,All Students,White/Male/5th Grade/Non Low-Income,REPORTED,21,10,47.62,2528.29
2021,17,Cape Henlopen School District,710,H. O. Brittingham Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-SWD,All Students,White/Male/5th Grade/Non-SWD,REPORTED,19,8,42.11,2531.05
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-EL Students,All Students,White/Female/3rd Grade/Non-EL Students,REPORTED,26,17,65.38,2476
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Foster Care,All Students,White/Female/3rd Grade/Non-Foster Care,REPORTED,29,19,65.52,2469.45
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Homeless,All Students,White/Female/3rd Grade/Non-Homeless,REPORTED,28,18,64.29,2470.5
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non Low-Income,All Students,White/Female/3rd Grade/Non Low-Income,REPORTED,25,17,68,2478.04
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-SWD,All Students,White/Female/3rd Grade/Non-SWD,REPORTED,26,18,69.23,2477.08
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-Foster Care,All Students,White/Female/4th Grade/Non-Foster Care,REPORTED,18,13,72.22,2506.67
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-Homeless,All Students,White/Female/4th Grade/Non-Homeless,REPORTED,18,13,72.22,2506.67
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Foster Care,All Students,White/Female/5th Grade/Non-Foster Care,REPORTED,23,18,78.26,2583.78
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Homeless,All Students,White/Female/5th Grade/Non-Homeless,REPORTED,23,18,78.26,2583.78
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non Low-Income,All Students,White/Female/5th Grade/Non Low-Income,REPORTED,22,17,77.27,2586.14
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-SWD,All Students,White/Female/5th Grade/Non-SWD,REPORTED,23,18,78.26,2583.78
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-EL Students,All Students,White/Male/3rd Grade/Non-EL Students,REPORTED,29,24,82.76,2493.48
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Foster Care,All Students,White/Male/3rd Grade/Non-Foster Care,REPORTED,31,26,83.87,2490.94
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Homeless,All Students,White/Male/3rd Grade/Non-Homeless,REPORTED,31,26,83.87,2490.94
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-EL Students,All Students,White/Male/4th Grade/Non-EL Students,REPORTED,21,15,71.43,2538.48
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-Foster Care,All Students,White/Male/4th Grade/Non-Foster Care,REPORTED,22,16,72.73,2536.95
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-Homeless,All Students,White/Male/4th Grade/Non-Homeless,REPORTED,22,16,72.73,2536.95
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non Low-Income,All Students,White/Male/4th Grade/Non Low-Income,REPORTED,20,15,75,2542.55
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-EL Students,All Students,White/Male/5th Grade/Non-EL Students,REPORTED,25,15,60,2552.8
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Foster Care,All Students,White/Male/5th Grade/Non-Foster Care,REPORTED,26,15,57.69,2539.19
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Homeless,All Students,White/Male/5th Grade/Non-Homeless,REPORTED,26,15,57.69,2539.19
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non Low-Income,All Students,White/Male/5th Grade/Non Low-Income,REPORTED,22,13,59.09,2538.91
2021,17,Cape Henlopen School District,712,Shields (Richard A.) Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-SWD,All Students,White/Male/5th Grade/Non-SWD,REPORTED,26,15,57.69,2539.19
2021,17,Cape Henlopen School District,718,Love Creek Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-EL Students,All Students,White/Female/3rd Grade/Non-EL Students,REPORTED,30,21,70,2445.4
2021,17,Cape Henlopen School District,718,Love Creek Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Foster Care,All Students,White/Female/3rd Grade/Non-Foster Care,REPORTED,30,21,70,2445.4
2021,17,Cape Henlopen School District,718,Love Creek Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Homeless,All Students,White/Female/3rd Grade/Non-Homeless,REPORTED,30,21,70,2445.4
2021,17,Cape Henlopen School District,718,Love Creek Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non Low-Income,All Students,White/Female/3rd Grade/Non Low-Income,REPORTED,24,19,79.17,2461.79
2021,17,Cape Henlopen School District,718,Love Creek Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-SWD,All Students,White/Female/3rd Grade/Non-SWD,REPORTED,28,21,75,2458.14
2021,17,Cape Henlopen School District,718,Love Creek Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-EL Students,All Students,White/Female/4th Grade/Non-EL Students,REPORTED,28,15,53.57,2492.07
2021,17,Cape Henlopen School District,718,Love Creek Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-Foster Care,All Students,White/Female/4th Grade/Non-Foster Care,REPORTED,29,16,55.17,2494.41
2021,17,Cape Henlopen School District,718,Love Creek Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-Homeless,All Students,White/Female/4th Grade/Non-Homeless,REPORTED,29,16,55.17,2494.41
2021,17,Cape Henlopen School District,718,Love Creek Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non Low-Income,All Students,White/Female/4th Grade/Non Low-Income,REPORTED,22,14,63.64,2511
2021,17,Cape Henlopen School District,718,Love Creek Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-SWD,All Students,White/Female/4th Grade/Non-SWD,REPORTED,26,15,57.69,2500.27
2021,17,Cape Henlopen School District,718,Love Creek Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-EL Students,All Students,White/Female/5th Grade/Non-EL Students,REPORTED,19,10,52.63,2537.68
2021,17,Cape Henlopen School District,718,Love Creek Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Foster Care,All Students,White/Female/5th Grade/Non-Foster Care,REPORTED,19,10,52.63,2537.68
2021,17,Cape Henlopen School District,718,Love Creek Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Homeless,All Students,White/Female/5th Grade/Non-Homeless,REPORTED,19,10,52.63,2537.68
2021,17,Cape Henlopen School District,718,Love Creek Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non Low-Income,All Students,White/Female/5th Grade/Non Low-Income,REPORTED,16,10,62.5,2550.94
2021,17,Cape Henlopen School District,718,Love Creek Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-SWD,All Students,White/Female/5th Grade/Non-SWD,REPORTED,17,10,58.82,2554.71
